5391615,544735293,MEGA,Eagles,Cowboys,30,27,False,False,0,1,0,2,False,False,False,,0.0,0.0,,
5391626,544735304,MEGA,Seahawks,49ers,21,13,False,False,0,1,0,2,False,False,False,,0.0,0.0,,
5391635,544735313,MEGA,Cowboys,Giants,34,7,False,False,0,1,1,2,False,False,False,,0.0,0.0,,
5391640,544735318,MEGA,Steelers,Seahawks,20,7,False,False,0,1,1,2,False,False,False,,0.0,0.0,,
5391658,544735336,MEGA,Seahawks,Saints,31,28,False,False,0,1,2,2,False,False,False,,0.0,0.0,,
5391657,544735335,MEGA,Bears,Cowboys,38,28,False,False,0,1,2,2,False,False,False,,0.0,0.0,,
5391663,544735341,MEGA,Cardinals,Seahawks,57,22,False,False,0,1,3,2,False,False,False,,0.0,0.0,,
5391676,544735354,MEGA,Cowboys,Packers,22,42,False,False,0,1,3,3,False,False,False,,0.0,0.0,,
5391683,544735361,MEGA,Jets,Cowboys,41,37,False,False,0,1,4,2,False,False,False,,0.0,0.0,,
5391687,544735365,MEGA,Seahawks,Buccaneers,24,26,False,False,0,1,4,3,False,False,False,,0.0,0.0,,
5391701,544735379,MEGA,Panthers,Cowboys,19,17,False,False,0,1,5,2,False,False,False,,0.0,0.0,,
5391695,544735373,MEGA,Jaguars,Seahawks,19,31,False,False,0,1,5,3,False,False,False,,0.0,0.0,,
5391722,544735400,MEGA,Seahawks,Texans,28,35,False,False,0,1,6,3,False,False,False,,0.0,0.0,,
5391719,544735397,MEGA,Cowboys,Commanders,17,26,False,False,0,1,6,3,False,False,False,,0.0,0.0,,
5391733,544735411,MEGA,Broncos,Cowboys,31,38,False,False,0,1,7,3,False,False,False,,0.0,0.0,,
5391749,544735427,MEGA,Cowboys,Cardinals,7,42,False,False,0,1,8,3,False,False,False,,0.0,0.0,,
5391748,544735426,MEGA,Commanders,Seahawks,28,22,False,False,0,1,8,2,False,False,False,,0.0,0.0,,
5391759,544735437,MEGA,Seahawks,Cardinals,13,44,False,False,0,1,9,3,False,False,False,,0.0,0.0,,
5391778,544735456,MEGA,Raiders,Cowboys,14,41,False,False,0,1,10,3,False,False,False,,0.0,0.0,,
5391774,544735452,MEGA,Rams,Seahawks,21,38,False,False,0,1,10,3,False,False,False,,0.0,0.0,,
5391780,544735458,MEGA,Titans,Seahawks,28,33,False,False,0,1,11,3,False,False,False,,0.0,0.0,,
5391789,544735467,MEGA,Cowboys,Eagles,24,27,False,False,0,1,11,3,False,False,False,,0.0,0.0,,
5391794,544735472,MEGA,Cowboys,Chiefs,38,37,False,False,0,1,12,2,False,False,False,,0.0,0.0,,
5391804,544735482,MEGA,Seahawks,Vikings,21,41,False,False,0,1,12,3,False,False,False,,0.0,0.0,,
5391809,544735487,MEGA,Lions,Cowboys,31,34,True,False,0,1,13,3,False,False,False,,0.0,0.0,,
5391815,544735493,MEGA,Falcons,Seahawks,24,3,False,False,0,1,13,2,False,False,False,,0.0,0.0,,
5391837,544735515,MEGA,Cowboys,Vikings,31,24,False,False,0,1,14,2,False,False,False,,0.0,0.0,,
5391833,544735511,MEGA,Seahawks,Colts,37,31,False,False,0,1,14,2,False,False,False,,0.0,0.0,,
5391839,544735517,MEGA,Seahawks,Rams,29,36,True,False,0,1,15,3,False,False,False,,0.0,0.0,,
5391842,544735520,MEGA,Cowboys,Chargers,26,35,False,False,0,1,15,3,False,False,False,,0.0,0.0,,
5391855,544735533,MEGA,Commanders,Cowboys,29,35,True,False,0,1,16,3,False,False,False,,0.0,0.0,,
5391866,544735544,MEGA,Panthers,Seahawks,26,22,False,False,0,1,16,2,False,False,False,,0.0,0.0,,
5391883,544735561,MEGA,49ers,Seahawks,35,7,False,False,0,1,17,2,False,False,False,,0.0,0.0,,
5391879,544735557,MEGA,Giants,Cowboys,30,22,False,False,0,1,17,2,False,False,False,,0.0,0.0,,
5847630,544735241,MEGA,Seahawks,Cowboys,16,35,False,False,0,1,18,3,False,False,False,,0.0,0.0,,
5872514,544735237,MEGA,Buccaneers,Seahawks,42,28,False,False,0,1,19,2,False,False,False,,0.0,0.0,,
5885930,544735233,MEGA,Seahawks,Giants,31,27,False,False,0,1,20,2,False,False,False,,0.0,0.0,,
5950578,544735505,MEGA,Seahawks,Eagles,20,30,False,False,1,1,0,3,False,False,False,,0.0,0.0,,
5950580,544735512,MEGA,Cowboys,Commanders,14,38,False,False,1,1,0,3,False,False,False,,0.0,0.0,,
5950585,544735491,MEGA,Jaguars,Cowboys,31,24,False,False,1,1,1,2,False,False,False,,0.0,0.0,,
5950594,544735488,MEGA,Broncos,Seahawks,28,45,False,False,1,1,1,3,False,False,False,,0.0,0.0,,
5950608,544735475,MEGA,Cardinals,Seahawks,42,7,False,False,1,1,2,2,False,False,False,,0.0,0.0,,
5950614,544735484,MEGA,Rams,Cowboys,28,17,False,False,1,1,2,2,False,False,False,,0.0,0.0,,
5950622,544735465,MEGA,Colts,Cowboys,35,20,False,False,1,1,3,2,False,False,False,,0.0,0.0,,
5950624,544735454,MEGA,49ers,Seahawks,35,36,False,False,1,1,3,3,False,False,False,,0.0,0.0,,
5950645,544735450,MEGA,Patriots,Seahawks,31,27,False,False,1,1,4,2,False,False,False,,0.0,0.0,,
5950632,544735441,MEGA,Cowboys,49ers,17,24,False,False,1,1,4,3,False,False,False,,0.0,0.0,,
5950654,544735424,MEGA,Seahawks,Chiefs,42,63,False,False,1,1,5,3,False,False,False,,0.0,0.0,,
5950672,544735422,MEGA,Cowboys,Giants,24,20,False,False,1,1,6,2,False,False,False,,0.0,0.0,,
5950663,544735413,MEGA,Lions,Seahawks,24,14,False,False,1,1,6,2,False,False,False,,0.0,0.0,,
5950686,544735409,MEGA,Commanders,Cowboys,28,37,False,False,1,1,7,3,False,False,False,,0.0,0.0,,
5950676,544735399,MEGA,Giants,Seahawks,7,31,False,False,1,1,7,3,False,False,False,,0.0,0.0,,
5950699,544735387,MEGA,Seahawks,Raiders,24,26,False,False,1,1,8,3,False,False,False,,0.0,0.0,,
5950692,544735388,MEGA,Cowboys,Bears,28,29,False,False,1,1,8,3,False,False,False,,0.0,0.0,,
5950704,544735370,MEGA,Eagles,Cowboys,28,18,False,False,1,1,9,2,False,False,False,,0.0,0.0,,
5950713,544735372,MEGA,Chargers,Seahawks,45,23,False,False,1,1,9,2,False,False,False,,0.0,0.0,,
5950729,544735364,MEGA,Bengals,Cowboys,11,38,False,False,1,1,10,3,False,False,False,,0.0,0.0,,
5950728,544735352,MEGA,Rams,Seahawks,28,7,False,False,1,1,10,2,False,False,False,,0.0,0.0,,
5950744,544735346,MEGA,Seahawks,Cardinals,10,41,False,False,1,1,11,3,False,False,False,,0.0,0.0,,
5950743,544735350,MEGA,Cowboys,Titans,30,48,False,False,1,1,11,3,False,False,False,,0.0,0.0,,
5950755,544735335,MEGA,Seahawks,Rams,42,46,False,False,1,1,12,3,False,False,False,,0.0,0.0,,
5950747,544735324,MEGA,Cowboys,Texans,24,28,True,False,1,1,12,3,False,False,False,,0.0,0.0,,
5950761,544735310,MEGA,Saints,Cowboys,14,16,True,False,1,1,13,3,False,False,False,,0.0,0.0,,
5950785,544735293,MEGA,Cowboys,Eagles,3,17,False,False,1,1,14,3,False,False,False,,0.0,0.0,,
5950787,544735304,MEGA,Seahawks,49ers,14,21,False,False,1,1,14,3,False,False,False,,0.0,0.0,,
5950806,544735290,MEGA,Cowboys,Cardinals,21,24,False,False,1,1,15,3,False,False,False,,0.0,0.0,,
5950796,544735287,MEGA,Commanders,Seahawks,42,35,False,False,1,1,15,2,False,False,False,,0.0,0.0,,
5950820,544735270,MEGA,Seahawks,Cowboys,28,42,False,False,1,1,16,3,False,False,False,,0.0,0.0,,
5950835,544735253,MEGA,Seahawks,Buccaneers,27,40,False,False,1,1,17,3,False,False,False,,0.0,0.0,,
5950838,544735259,MEGA,Giants,Cowboys,34,13,False,False,1,1,17,2,False,False,False,,0.0,0.0,,
6696316,544735243,MEGA,Bears,Cowboys,37,17,False,False,1,1,18,2,False,False,False,,0.0,0.0,,
6709560,544735234,MEGA,Seahawks,Panthers,31,21,False,False,1,1,19,2,False,False,False,,0.0,0.0,,
6709562,544735236,MEGA,Saints,Cowboys,24,10,False,False,1,1,19,2,False,False,False,,0.0,0.0,,
6727103,544735233,MEGA,Cowboys,Panthers,14,41,False,False,1,1,20,3,False,False,False,,0.0,0.0,,
6735654,544735580,MEGA,Cowboys,Patriots,24,20,False,False,1,1,22,2,False,False,False,,0.0,0.0,,
6829649,544735271,MEGA,Raiders,Cowboys,0,0,False,False,2,0,2,1,False,False,False,,0.0,0.0,,
6829643,544735265,MEGA,Jets,Seahawks,0,0,False,False,2,0,2,1,False,False,False,,0.0,0.0,,
6788058,544735279,MEGA,Cardinals,Seahawks,35,14,False,False,2,1,0,2,False,False,False,,0.0,0.0,,
6788059,544735307,MEGA,Cowboys,Bills,24,27,False,False,2,1,0,3,False,False,False,,0.0,0.0,,
6788080,544735293,MEGA,Falcons,Cowboys,38,28,False,False,2,1,1,2,False,False,False,,0.0,0.0,,
6788071,544735302,MEGA,Ravens,Seahawks,48,13,False,False,2,1,1,2,False,False,False,,0.0,0.0,,
